pse_pssm0,pse_pssm1,pse_pssm2,pse_pssm3,pse_pssm4,pse_pssm5,pse_pssm6,pse_pssm7,pse_pssm8,pse_pssm9,pse_pssm10,pse_pssm11,pse_pssm12,pse_pssm13,pse_pssm14,pse_pssm15,pse_pssm16,pse_pssm17,pse_pssm18,pse_pssm19,pse_pssm20,pse_pssm21,pse_pssm22,pse_pssm23,pse_pssm24,pse_pssm25,pse_pssm26,pse_pssm27,pse_pssm28,pse_pssm29,pse_pssm30,pse_pssm31,pse_pssm32,pse_pssm33,pse_pssm34,pse_pssm35,pse_pssm36,pse_pssm37,pse_pssm38,pse_pssm39
0.07926898756083765,0.2127545483485859,0.04607564860820185,-0.027857221058152543,-0.19894975058059064,0.09128141064530194,0.22445260447814844,-0.3348873031893289,0.2008080025360528,0.04318489192851337,-0.1159617843637059,0.176671899492795,0.1811174196583017,-0.15929662699087427,-0.2929782708181245,0.16603206310824975,0.20296290070104892,-0.4071735401386776,-0.07684323484307143,-0.01066264508351029,1.0819662223849695,2.515023273920656,1.580435501469522,2.491170220957001,1.431544233092979,1.2431289812578232,1.9990383246465335,2.231795823804303,1.4855077909735943,2.1288607954826646,1.9745011444449403,1.5616171006767716,1.5373035734937255,2.2215285181579985,1.8523452485345957,1.0152823526090773,1.0973734193254645,2.9265948553449364,1.79237304898849,1.5716757533294743
0.051466387571275404,0.15818979103354067,0.09561174993969938,-0.01993262476548861,-0.2318756439014933,0.10760388712212099,0.2480122544151553,-0.380239143831429,0.1904043357027515,-0.0001610521638830034,-0.1104975990230068,0.10837181582050273,0.21631045110075098,-0.12202590001821488,-0.2785785917257616,0.16577206811579487,0.2490761048646809,-0.41163803096638646,-0.035615233266879334,-0.00025502602372994563,1.0655703082578527,2.180529480534626,1.3949260166449509,2.453244055953717,1.4566292905598683,1.238708970879341,2.061736840960236,2.012565647324443,1.6867555602635045,2.2365310989953007,1.9053085383664816,1.5844022038509378,1.7274681940587164,2.088647055426336,2.1550283475495933,0.9827163967626686,0.9835426478231156,3.077524799688688,1.648166337901491,1.5624289588762925
0.10939056914223368,0.16125271100738436,0.1142758311264877,0.03336356854295792,-0.25967864200355056,0.1130249635817966,0.2849841814313507,-0.27318701490215047,0.2127116582084608,0.008398428327058113,-0.11121444897907967,0.1640334974384791,0.08096307710622373,-0.15220646861915826,-0.3690888017485517,0.2032873821239632,0.2407934312259653,-0.5396118164914712,-0.014150608297315159,-0.007341498221084478,1.194616018297409,2.2816794102959976,1.5126573624315858,2.430657188867307,1.471971690136917,1.1506404199483296,1.888200684460828,2.275786186318648,1.7554923094253256,2.1666209275703996,1.6779345366262763,1.601780505303969,1.530058150384832,1.91582401267631,2.2841205048010367,0.9787005960021986,1.0906842609500071,2.539351589781484,1.9574244549077808,1.517816929855448
0.05118254375939665,0.15967471883453235,0.11349519042979417,-0.032726144497371316,-0.21656642620369088,0.08134616434168503,0.2229860496483629,-0.3578185521089302,0.18270747935516385,0.031444427290151074,-0.11651550957045875,0.13555864045469035,0.2389502202437346,-0.1228070046109873,-0.29801419044507355,0.15169958360942304,0.22960269939073896,-0.391852245310709,-0.044878470319337185,-0.017469174291115216,1.0923465632733131,2.229926259138023,1.390224839626883,2.5392785516306944,1.310865248088171,1.2645947316217496,2.078048557915885,2.0148880084086005,1.7153615126779003,2.307886527030216,1.8626709781812485,1.5068501178698623,1.5940602553782555,2.1387925456031183,2.1163845459759685,0.9790103026251916,0.9349167784389246,3.103087255435546,1.6168288732715261,1.5997041004549502
0.00597752033260928,0.17308365803690678,0.095603388706448,-0.042936947763223605,-0.1971962007533896,0.10626453469420855,0.24249086285213586,-0.3898397174504494,0.20194702100710296,0.011283157702787802,-0.11697537685080014,0.1330663907475184,0.2568269812650021,-0.08050841501071068,-0.3281329064518674,0.15264377834829904,0.229274875721441,-0.380417502682136,-0.04943080159164455,-0.023024300860237955,1.0217484529245306,2.25526758026974,1.4485491109017554,2.580835015997936,1.2462792851690365,1.1867083830217589,2.1007394251359406,2.079791544636562,1.565362076049902,2.3971438506260356,2.005367875859015,1.5502832063542482,1.7114172521254523,2.114258720156585,2.0633844738396876,1.0167630856073893,1.052655103387827,3.0712716030885434,1.7183662404946196,1.6460253241972547
0.01807654987364668,0.15226824678114412,0.10789546108069539,-0.03726390696161894,-0.18678696223141883,0.08293771321787878,0.243696099978728,-0.3910006913406989,0.185840817073664,0.012428832341366387,-0.1137349669398482,0.13437046600993696,0.26158748006121696,-0.08870969574978796,-0.3184451971334211,0.14751353066059425,0.2307537049087333,-0.3803860020324752,-0.036807918443031606,-0.02423356115530341,1.0319091224834207,2.221262782906741,1.4993855332823298,2.538124969318495,1.3190494420417118,1.1941000016144496,2.021111740358297,2.0529344770613926,1.5293181010086145,2.258115698444727,2.00280241474228,1.5392676676342503,1.7152166310856962,2.063365941984213,2.1211204298006967,1.0498179113132413,1.0420725957165984,3.0586662981349684,1.682169838079009,1.6085946830282567
0.03541905583325833,0.16027180478951442,0.11855963767227096,-0.025363896754376728,-0.21414147534382755,0.09837647654624847,0.23849030575164176,-0.3685590390604176,0.17673112187593037,0.0008820209996397779,-0.10714008510322524,0.13270877409748855,0.2377704251183107,-0.11889884636153406,-0.2942363124979145,0.1462155205506149,0.22951003904370715,-0.3810741273504816,-0.045182335303024394,-0.020339064503823487,1.017744004631649,2.1551911057903697,1.413166540198226,2.638528441789113,1.3195018806721235,1.2089487769217933,2.0742391648527807,2.0483040731494344,1.6146738835163683,2.367229012619875,1.96137681395102,1.5182052851108543,1.74349977784683,2.023144869348831,2.1020965044089945,1.0026885171724256,1.0579679410808895,3.1660190302966065,1.585480719977067,1.6203045899285566
0.05093116980475104,0.1797525482075688,0.033693257563087484,-0.005865345678045346,-0.2253533941304861,0.10098103634809498,0.2667722268991526,-0.3761767620454605,0.2461767675511827,0.02632099647307995,-0.08831823338143528,0.11633122404495895,0.17185389850333962,-0.08955339933518068,-0.3098954004580078,0.17566953757952547,0.2203420180075,-0.5039960584918176,0.0005534898580840716,0.009780422680107459,1.059590526085301,2.2187231980020297,1.6199573090662565,2.6131959899880735,1.4972293512779182,1.2668746389603138,2.0738263774158243,2.1272270047995616,1.7400040646308035,2.320446609905405,1.7873552633427774,1.663675673144492,1.7069877318871294,2.189804929886925,2.088845121782912,1.0422442204830251,1.0653154724903346,2.3731746656742274,1.828522932779162,1.5957469968802103
0.04383340368740842,0.15102289603853122,0.11308740185592928,-0.02513982950938027,-0.1682273450007469,0.09329241915835872,0.19480651386797274,-0.32722396136285925,0.2043394307810938,0.04741808856074124,-0.1289040807652733,0.1079371124222333,0.2203450049756568,-0.09184435028014176,-0.3135252034796944,0.1446985479736754,0.22072488309798788,-0.44246865232249416,-0.006497962117125329,-0.037674317581872896,1.0820012258471907,2.235827448572664,1.4807760618958015,2.412651163251301,1.3311277655696376,1.2485743666881168,2.1508972600823264,2.0387888829986562,1.6374533340974875,2.1730251141376806,1.8991399777386344,1.4943352386428563,1.6252644645656924,2.220606905836256,2.299352219921434,0.9987995819830892,1.0597105522418306,3.344219009215903,1.695862007551339,1.5669098377581732
0.02517441338780417,0.17021692251690568,0.09468523229634336,-0.0329825999920916,-0.1997782445897874,0.104928264696444,0.19913448192765393,-0.34590004984428985,0.20862448699917555,0.020747339282608964,-0.13291229667623736,0.1274120606614458,0.2285071202691594,-0.09400246429961512,-0.2919461545642523,0.17488034491082877,0.21197265610101645,-0.41793249107462094,-0.0429413727274635,-0.007887649281026737,1.0880058545334594,2.2236629180256204,1.4703143782745263,2.4836269110853726,1.2513869688188062,1.3014580235482132,2.114407085359953,2.14880230904918,1.7357856222181651,2.25616936799202,1.8894756471543372,1.6253204668393222,1.636518933802081,2.178770540183079,2.3736887636975488,1.0121314070877625,1.0413753299183872,2.925455810671257,1.7549585689418106,1.5855345193571613
