enz_0,0
enz_1,0
enz_2,0
enz_3,0
enz_4,0
enz_5,0
enz_6,0
enz_7,0
enz_8,0
enz_9,0
enz_10,0
enz_11,0
enz_12,1
enz_13,1
enz_14,0
enz_15,0
enz_16,1
enz_17,0
enz_18,0
enz_19,1
enz_20,0
enz_21,1
enz_22,0
enz_23,1
enz_24,0
enz_25,1
enz_26,0
enz_27,0
enz_28,1
enz_29,1
enz_30,0
enz_31,1
enz_32,0
enz_33,0
enz_34,1
enz_35,0
enz_36,1
enz_37,1
enz_38,1
enz_39,0
enz_40,1
enz_41,0
enz_42,1
enz_43,0
enz_44,0
enz_45,1
enz_46,1
enz_47,1
enz_48,0
enz_49,1
enz_50,0
enz_51,1
enz_52,1
enz_53,1
enz_54,1
enz_55,1
enz_56,1
enz_57,1
enz_58,1
enz_59,0
enz_60,0
enz_61,1
enz_62,1
enz_63,1
enz_64,0
enz_65,1
enz_66,1
enz_67,1
enz_68,1
enz_69,0
enz_70,1
enz_71,0
enz_72,0
enz_73,0
enz_74,1
enz_75,0
enz_76,0
enz_77,0
enz_78,0
enz_79,0
enz_80,0
enz_81,0
enz_82,0
enz_83,0
enz_84,0
enz_85,0
enz_86,0
enz_87,0
enz_88,0
enz_89,1
enz_90,1
enz_91,1
enz_92,1
enz_93,0
enz_94,0
enz_95,1
enz_96,1
enz_97,1
enz_98,1
enz_99,0
enz_100,0
enz_101,1
enz_102,1
enz_103,1
enz_104,0
enz_105,0
enz_106,1
enz_107,0
enz_108,0
enz_109,0
enz_110,0
enz_111,0
enz_112,1
enz_113,1
enz_114,1
