A._hypogaea_l._AhFatA,1
Arabidopsis_thaliana,1
Auxenochlorella_protothecoides,1
Brassica_juncea_BjFatB1,1
Brassica_juncea_BjFatB2,1
Brassica_juncea_BjFatB3,1
Brassica_juncea_BjFatB4,1
Cinnamomum_camphorum,2
Cocos_nucifera_CnFatB1,2
Cocos_nucifera_CnFatB2,1
Cocos_nucifera_CnFatB3,2
Cuphea_aequipetala_Ca1FatB1,1
Cuphea_aequipetala_Ca1FatB2,3
Cuphea_avigera_Ca2FatB2,3
Cuphea_carthagenesis_CcFatB,2
Cuphea_decandra_Cd1FatB1,1
Cuphea_hookerianashort_ChFatB2,3
Cuphea_hookeriana_ChFatB1,1
Cuphea_leptopoda_Cl1FatB1,1
Cuphea_leptopoda_Cl2FatB2,3
Cuphea_leptopoda_Cl3FatB1,1
Cuphea_leptopoda_Cl4FatB1,3
Cuphea_palustrislong_CpFatB2,1
Cuphea_palustris_CpFatB1,3
Cuphea_paucipetala_Cp1FatB1,1
Cuphea_viscosissima_CvFatB1,3
Cuphea_viscosissima_CvFatB2,1
Cuphea_viscosissima_CvFatB3,1
Cuphea_viscosisssima_CvB2MT1,3
Cuphea_viscosisssima_CvB2MT10,3
Cuphea_viscosisssima_CvB2MT11,2
Cuphea_viscosisssima_CvB2MT12,3
Cuphea_viscosisssima_CvB2MT13,2
Cuphea_viscosisssima_CvB2MT14,1
Cuphea_viscosisssima_CvB2MT15,3
Cuphea_viscosisssima_CvB2MT16,2
Cuphea_viscosisssima_CvB2MT17,3
Cuphea_viscosisssima_CvB2MT18,3
Cuphea_viscosisssima_CvB2MT19,3
Cuphea_viscosisssima_CvB2MT2,2
Cuphea_viscosisssima_CvB2MT20,3
Cuphea_viscosisssima_CvB2MT21,2
Cuphea_viscosisssima_CvB2MT22,3
Cuphea_viscosisssima_CvB2MT23,1
Cuphea_viscosisssima_CvB2MT24,1
Cuphea_viscosisssima_CvB2MT25,3
Cuphea_viscosisssima_CvB2MT26,3
Cuphea_viscosisssima_CvB2MT27,3
Cuphea_viscosisssima_CvB2MT28,2
Cuphea_viscosisssima_CvB2MT29,3
Cuphea_viscosisssima_CvB2MT3,2
Cuphea_viscosisssima_CvB2MT30,3
Cuphea_viscosisssima_CvB2MT31,3
Cuphea_viscosisssima_CvB2MT32,3
Cuphea_viscosisssima_CvB2MT33,3
Cuphea_viscosisssima_CvB2MT34,3
Cuphea_viscosisssima_CvB2MT35,3
Cuphea_viscosisssima_CvB2MT36,3
Cuphea_viscosisssima_CvB2MT37,3
Cuphea_viscosisssima_CvB2MT38,1
Cuphea_viscosisssima_CvB2MT4,1
Cuphea_viscosisssima_CvB2MT40,3
Cuphea_viscosisssima_CvB2MT41,3
Cuphea_viscosisssima_CvB2MT42,3
Cuphea_viscosisssima_CvB2MT43,1
Cuphea_viscosisssima_CvB2MT44,3
Cuphea_viscosisssima_CvB2MT45,3
Cuphea_viscosisssima_CvB2MT47,3
Cuphea_viscosisssima_CvB2MT48,3
Cuphea_viscosisssima_CvB2MT5,1
Cuphea_viscosisssima_CvB2MT6,3
Cuphea_viscosisssima_CvB2MT7,1
Cuphea_viscosisssima_CvB2MT8,1
Cuphea_viscosisssima_CvB2MT9,1
Cuphea_viscosisssima_CvFatB1,3
Cuphea_viscosisssima_CvFatB2,2
Diploknema_butyracea,1
Elaeis_guineensis,2
Gossypium_hirsutum,1
Helianthus_Annuus_HaFatA1,1
Helianthus_Annuus_HaFatB1,1
Iris_germanica_1,1
Iris_germanica_2,1
Jatropha_curcas,1
Lindera_communis,2
Micromonas_pusilla,1
Physcomitrella_patens,1
Prunus_sibirica_L._Siberian apricot,1
Ricinus_communis,1
rTE12,3
rTE15,3
rTE16,3
rTE20,3
rTE24,2
rTE28,1
rTE3,3
rTE32,3
rTE36,3
rTE4,3
rTE40,2
rTE44,2
rTE48,3
rTE51,3
rTE52,3
rTE56,2
rTE60,1
rTE8,3
Sorghum_bicolor_1,1
Sorghum_bicolor_2,1
Sorghum_bicolor_4,1
UcFatB1197M-M199H,2
UcFatB1R197M-M199H-T231K,1
UcFatB1T231K,3
Ulmus_americana,3
Umbellularia_californica_UcFatB1,3
Umbellularia_californica_UcFatB2,3
