edp0,edp1,edp2,edp3,edp4,edp5,edp6,edp7,edp8,edp9,edp10,edp11,edp12,edp13,edp14,edp15,edp16,edp17,edp18,edp19
2.325501179245283,2.993543632075472,2.9470224056603773,3.1561615566037737,2.6097582547169806,2.359935141509434,2.879510613207547,2.7113502358490567,2.9842275943396226,3.094840801886792,2.667305424528302,2.836114386792453,2.745784198113208,3.0605837264150937,3.5756780660377356,2.3558077830188675,2.3945459905660367,4.0846992924528305,2.828626179245283,2.69094929245283
2.251978417266187,2.996762589928057,2.8053956834532374,3.148741007194245,2.479916067146283,2.2814748201438846,2.7723621103117506,2.605395683453237,2.834412470023981,2.936450839328537,2.5577937649880096,2.7957434052757795,2.5406474820143874,2.922242206235012,3.448860911270984,2.3181055155875296,2.2833333333333328,4.031354916067146,2.7404076738609118,2.584832134292566
2.476049618320611,3.551367684478372,3.2772582697201007,3.439153944020356,2.9332379134860043,2.7163167938931294,3.1992684478371505,2.9593193384223926,3.3177798982188293,3.472932569974555,2.9609096692111962,3.113708651399491,3.011100508905852,3.225349872773537,3.594243002544528,2.588899491094148,2.5721692111959293,4.377830788804071,3.2413804071246815,3.080184478371501
2.9850536193029487,4.421648793565684,3.892225201072385,4.323525469168901,3.5268096514745304,3.25455764075067,3.918967828418231,3.6945710455764074,3.784919571045577,4.179289544235925,3.6686327077747993,3.831702412868633,3.5254021447721176,3.7704423592493304,4.391219839142092,3.2103887399463806,3.1376675603217157,4.999530831099197,3.8676273458445047,3.825402144772118
3.1915482954545458,4.491761363636364,4.322301136363636,4.623153409090909,3.6075994318181817,3.4518465909090907,4.223934659090909,3.813352272727273,4.081605113636364,4.389204545454546,3.748863636363637,4.024289772727273,3.7499289772727273,3.9906960227272728,4.581605113636364,3.2995028409090907,3.324431818181817,5.258451704545455,3.9135653409090914,3.898792613636364
2.6855647208121822,3.829219543147208,3.6743972081218272,3.845590101522842,3.0673540609137047,2.893178934010152,3.4539022842639593,3.3086611675126907,3.5098032994923853,3.6006027918781727,3.0810596446700504,3.287848984771573,3.1561230964467,3.4398794416243654,3.9052982233502544,2.881884517766497,2.7761104060913704,4.498191624365481,3.3684327411167514,3.233280456852792
2.8626675603217158,4.139209115281501,3.865214477211796,4.010656836461126,3.471916890080429,3.032238605898123,3.648056300268097,3.448190348525469,3.885053619302949,3.8963806970509376,3.442828418230563,3.665348525469169,3.332238605898123,3.653552278820375,4.109919571045577,3.067024128686327,3.083981233243968,4.901608579088472,3.7441018766756033,3.6122654155495977
3.02854609929078,4.3138297872340425,3.850886524822695,4.795212765957446,3.406205673758864,3.307624113475177,4.673581560283688,3.466843971631206,3.5583333333333322,3.884219858156028,3.2751773049645387,4.053900709219858,3.0583333333333322,3.723581560283688,4.454787234042553,2.976063829787233,2.9446808510638287,5.247695035460993,3.752836879432624,3.3290780141843967
2.013290513833992,2.3040019762845847,2.2211956521739133,2.479693675889328,2.5393774703557317,1.98552371541502,2.2208992094861655,2.350444664031621,2.425148221343873,2.6587450592885378,2.2955039525691694,2.2622035573122528,2.3808794466403165,2.8313735177865618,3.2255434782608696,2.145701581027668,2.0816699604743087,4.073764822134386,2.4901679841897235,2.466946640316205
2.4964853300733494,3.172707823960881,3.012866748166259,3.364700488997555,2.7953850855745723,2.5013141809290955,3.0678178484107574,2.833771393643032,3.0292481662591686,3.2603606356968213,2.805776283618582,3.017084352078239,2.912133251833741,3.2062041564792176,3.839028117359412,2.5867665036674814,2.52710880195599,4.284199266503667,2.8823655256723715,2.8696515892420535
2.8521298882681565,4.12461592178771,3.9293645251396647,4.168261173184358,3.3854399441340783,3.1070181564245813,3.724825418994413,3.305412011173184,3.7891410614525136,3.89752094972067,3.334462290502793,3.6207751396648047,3.3761522346368715,3.5092527932960893,3.9867667597765366,2.9957751396648047,2.9318086592178765,4.810370111731843,3.602409217877095,3.513303072625699
2.8325,4.103801369863014,3.816678082191781,3.995993150684932,3.223116438356165,3.009760273972603,3.6265410958904103,3.4130479452054794,3.827294520547945,3.731678082191781,3.3032534246575347,3.469554794520548,3.235513698630137,3.395582191780822,3.8661986301369855,2.9797602739726026,2.9303082191780816,4.635445205479453,3.52722602739726,3.469554794520548
2.9184375,4.1903125,3.8565625,4.1009375,3.4137152777777775,3.065381944444444,3.7371875,3.373368055555556,3.795798611111111,3.9434375,3.380173611111111,3.6201736111111114,3.321493055555556,3.548298611111111,4.040729166666666,3.0440625,2.989270833333333,4.717881944444445,3.5895486111111112,3.5670486111111113
