rpssm0,rpssm1,rpssm2,rpssm3,rpssm4,rpssm5,rpssm6,rpssm7,rpssm8,rpssm9,rpssm10,rpssm11,rpssm12,rpssm13,rpssm14,rpssm15,rpssm16,rpssm17,rpssm18,rpssm19,rpssm20,rpssm21,rpssm22,rpssm23,rpssm24,rpssm25,rpssm26,rpssm27,rpssm28,rpssm29,rpssm30,rpssm31,rpssm32,rpssm33,rpssm34,rpssm35,rpssm36,rpssm37,rpssm38,rpssm39,rpssm40,rpssm41,rpssm42,rpssm43,rpssm44,rpssm45,rpssm46,rpssm47,rpssm48,rpssm49,rpssm50,rpssm51,rpssm52,rpssm53,rpssm54,rpssm55,rpssm56,rpssm57,rpssm58,rpssm59,rpssm60,rpssm61,rpssm62,rpssm63,rpssm64,rpssm65,rpssm66,rpssm67,rpssm68,rpssm69,rpssm70,rpssm71,rpssm72,rpssm73,rpssm74,rpssm75,rpssm76,rpssm77,rpssm78,rpssm79,rpssm80,rpssm81,rpssm82,rpssm83,rpssm84,rpssm85,rpssm86,rpssm87,rpssm88,rpssm89,rpssm90,rpssm91,rpssm92,rpssm93,rpssm94,rpssm95,rpssm96,rpssm97,rpssm98,rpssm99,rpssm100,rpssm101,rpssm102,rpssm103,rpssm104,rpssm105,rpssm106,rpssm107,rpssm108,rpssm109
4.803529411764714,4.637352941176477,5.107941176470591,4.086405228758172,4.750588235294124,4.758562091503274,5.576764705882352,4.601568627450988,5.075686274509808,6.890588235294117,4.992483660130723,4.434411764705882,5.005588235294118,3.3931372549019594,3.778823529411764,3.9072549019607865,4.659705882352941,4.597058823529411,4.711176470588236,6.492352941176471,5.165032679738566,5.108529411764706,5.470882352941177,3.8582352941176463,4.235882352941177,4.403333333333336,4.994411764705882,4.95,5.545294117647058,7.144117647058823,3.7716339869281086,3.503758169934642,4.108856209150332,2.1899346405228735,3.406405228758172,3.500000000000003,4.066699346405232,3.999738562091508,3.973464052287584,5.766405228758174,4.631209150326803,4.193529411764706,4.884117647058823,3.665980392156864,4.298529411764705,4.941666666666669,5.846470588235294,4.773823529411764,4.878529411764705,7.029117647058823,4.749542483660139,4.0087254901960785,4.480490196078436,3.7947712418300648,4.828235294117653,5.069281045751639,5.9512745098039215,4.719607843137258,4.923137254901968,6.265098039215683,5.549444444444446,4.573529411764706,5.2829411764705885,4.439509803921574,5.3797058823529404,5.815196078431375,6.015882352941177,6.037941176470588,5.879117647058823,6.626176470588236,4.551111111111119,4.953823529411764,5.324411764705882,3.9639215686274514,4.415294117647059,4.763921568627456,5.683823529411764,4.241176470588236,5.091764705882353,7.249411764705882,4.839738562091509,4.966764705882353,5.846764705882353,4.043137254901965,4.563529411764706,4.476078431372558,5.346176470588234,5.0576470588235285,4.489411764705881,6.425882352941176,6.686013071895417,6.740882352941177,7.257352941176472,5.398431372549025,6.416470588235294,5.898039215686278,6.612058823529411,7.06,5.995294117647058,5.971764705882353,5.0818528804543455,4.26658759284976,5.17334110295576,2.642957379120839,4.291261654433645,4.901058848308077,5.764179560933677,4.483066631400294,5.72708787938901,9.230272873548056
4.419059011164282,4.419059011164284,5.10576156299841,3.988569909622547,4.306519138755984,4.503455608718771,5.531698564593306,4.301834130781503,4.828947368421057,6.632376395534286,4.627492025518348,3.992523923444976,4.697368421052632,3.105695108984582,3.473086124401914,3.857422913343968,4.606758373205742,4.277811004784689,4.579246411483253,6.210825358851674,5.036383572567789,4.703648325358851,5.285885167464114,3.715543593833068,4.108851674641149,4.370780170122276,5.041566985645932,5.026016746411483,5.1827153110047846,6.822667464114832,3.8407761828814526,3.230595427963848,3.9009502923976656,1.9004518872939915,3.1966041998936734,3.2959861775651267,4.00671185539607,4.024455077086659,3.7995746943115374,5.467437533227013,4.34649122807018,3.854066985645933,4.5930023923444985,3.489367357788412,4.1569976076555015,4.750265816055296,5.689593301435407,4.578947368421053,4.819377990430622,6.7368421052631575,4.646730462519943,3.965311004784689,4.461822169059016,3.586523125996809,4.52741228070176,4.775784157363113,5.87739234449761,4.554226475279114,4.834928229665076,5.875996810207339,5.591108452950561,4.514952153110048,5.250299043062202,4.198896863370552,5.204844497607655,5.8138623072833635,6.19677033492823,5.8702153110047846,5.79366028708134,6.248205741626792,4.217304625199366,4.552631578947368,5.305921052631579,3.878522062732592,4.127093301435407,4.406166932482725,5.35944976076555,4.039473684210527,4.690191387559809,6.868421052631579,4.667862838915477,4.791866028708135,5.79037081339713,3.810738968633705,4.1390550239234445,4.114300903774592,5.202751196172249,4.814593301435407,4.161483253588517,6.083732057416268,6.4593301435406625,6.492822966507177,7.082236842105263,5.057549175970232,6.257476076555023,5.44245082402978,6.398923444976076,6.712918660287081,5.514354066985646,5.2906698564593295,5.044333435228905,4.056399200277966,5.168004283411467,2.4222704485746993,3.935199161544989,4.656396099108315,5.716631256372448,4.483626773600061,5.423983686581882,8.63111966780773
5.08558939650311,5.23706288776087,6.067858150028204,4.387478849407789,5.243090806542589,5.089678510998314,6.162507050197401,4.955865764241407,5.558657642413992,7.36322617033276,5.733255781161872,5.123096446700508,6.029187817258883,3.753701353637904,4.394352791878172,4.345071912013545,5.332804568527918,5.323921319796955,5.460977157360406,7.131027918781726,6.001339537507046,6.181789340101523,6.971763959390863,4.504441624365484,4.9213197969543145,5.100042301184439,5.77728426395939,6.050126903553299,6.038705583756344,7.608502538071066,3.9051043429216064,4.112133389734915,5.0546037789058165,2.565425831923288,3.5652848279751876,3.811054709531868,4.631486181613089,4.69472645234067,4.156232374506489,5.704455724760296,4.924880146644115,4.946065989847716,5.713197969543147,4.03796531302877,4.855012690355329,5.482127749576993,6.691941624365481,5.680520304568528,5.538388324873098,7.0739213197969555,5.100817822899051,4.88483502538072,5.349725042301196,4.150310208685849,5.214467005076147,5.42442188381275,6.710448392554987,5.432741116751274,5.543147208121834,6.358714043993227,5.983573040045128,5.62975888324873,6.510469543147208,5.236675126903561,6.348350253807107,6.677030456852793,7.038705583756344,6.93210659898477,6.965101522842639,6.883883248730964,4.898759165256633,5.844225888324874,6.860723350253809,4.3007614213198,4.624365482233504,4.810913705583763,5.914340101522843,5.236040609137056,5.272842639593908,7.336294416243654,5.095036661026516,5.915291878172589,7.091687817258883,4.588409475465318,4.798223350253808,4.899746192893404,5.786167512690354,5.824873096446701,4.798223350253808,5.991116751269036,6.836576424139867,7.450824873096447,7.683058375634518,5.566835871404407,6.57741116751269,6.002538071065989,6.891497461928934,7.1129441624365475,5.7969543147208125,4.758883248730964,5.441623671420178,4.708626822624564,6.2599487261656765,3.085106731471095,5.246258612401856,5.779935551638806,7.184409549751645,5.503733376061517,6.6940938952090985,9.580349302996297
5.817290552584668,6.24558080808081,7.477866904337491,5.383392751039814,6.07735442661913,6.50668449197861,7.689876708259058,6.675727866904339,6.542038027332145,7.919489007724301,6.808860665478312,6.534759358288769,7.797125668449197,4.894273618538322,5.2419786096256695,5.924428104575165,7.1383689839572195,6.678141711229945,6.769050802139038,8.934826203208557,7.29170380273321,7.3950534759358275,8.106617647058822,5.656528520499112,6.135026737967912,6.816362150920972,7.4217914438502675,7.451537433155078,7.784425133689837,9.684157754010695,4.596850861556744,5.042966428995843,5.861259655377306,3.2598039215686287,4.3769682115270365,5.057783719548428,5.915515448603688,5.74762329174094,5.687017231134884,7.299762329174091,5.7119355317884795,6.17379679144385,7.30581550802139,4.918560606060606,5.619652406417113,6.988822043969097,8.052139037433156,6.964906417112299,7.22961229946524,8.554478609625667,6.165032679738565,6.4039289958407615,7.021241830065358,5.37522281639929,6.65281491384432,7.145573380867501,8.747066250742717,7.215983363042183,7.050207961972665,7.769904931669639,7.330251039809865,7.610294117647059,8.452874331550802,6.3158422459893,7.47994652406417,8.355800653594768,8.738636363636363,8.965574866310158,8.627339572192513,8.171457219251337,5.764854426619136,7.085895721925135,8.42379679144385,5.558823529411764,5.899398395721925,6.768568033273912,7.675467914438504,6.724598930481283,6.697860962566845,8.538770053475936,5.835710041592401,7.691510695187165,9.204545454545457,6.207219251336904,5.851270053475936,6.310903149138444,7.477606951871658,7.533422459893048,6.3810160427807485,7.697860962566844,7.823677956030893,8.904077540106952,9.510695187165775,6.825311942959002,7.571858288770055,7.311348781937013,8.266377005347593,8.344919786096257,6.97860962566845,6.455882352941177,6.935904395061728,6.402144,8.157504000000014,4.040188839506174,6.0629048888888875,8.02303209876544,9.640522666666664,7.332024888888885,8.969600000000002,12.407509333333303
6.172647151400694,6.723363235757005,7.515265974189487,5.687283600881337,6.574756059175328,6.814604973245206,8.188778722064843,6.756531318854269,7.2565313188542655,8.738589864652186,7.476904312244253,7.069405099150142,7.911118980169973,5.15254170601196,5.515226628895184,6.0060198300283325,7.493271954674221,7.09242209631728,7.181657223796034,9.518767705382437,7.510544538873149,7.99185552407932,8.468130311614729,5.67579477494492,6.014164305949008,6.729933899905569,7.457507082152975,7.8031161473087804,7.791784702549575,9.93484419263456,4.834749763928234,5.242563739376771,5.971671388101982,3.4642744727730608,4.48394711992446,5.095845136921628,5.858120868744094,5.635505193578848,5.7634560906515615,7.4343720491029215,6.036040289581375,6.2071529745042495,7.305240793201133,5.129996852376459,6.029745042492918,7.307365439093485,8.361898016997166,7.0,7.5084985835694065,8.9985835694051,6.439408246773692,6.422135662574757,6.990714510544539,5.492288322316653,6.946333018570975,7.356153604028958,8.755823103556812,6.853320742839161,7.382593641800435,7.91469940195152,7.485757003462387,7.591713881019831,8.556657223796034,6.795011016682404,7.804532577903683,8.747167138810191,9.013456090651559,8.786827195467422,8.825070821529746,8.326487252124647,5.847182876927923,7.389872521246458,8.23229461756374,5.6139439723009135,6.160056657223797,6.329556185080265,7.854815864022663,6.4178470254957505,7.13314447592068,8.919263456090652,6.380705067673908,7.583923512747877,8.749291784702548,6.066257475605922,6.264872521246459,6.482530689329554,7.555949008498584,7.332861189801701,6.509915014164306,7.907932011331443,8.18854265029902,9.483356940509918,9.790368271954673,6.9562480327352825,8.079320113314447,7.447119924457037,8.292492917847026,8.903682719546742,7.106232294617564,6.053824362606233,7.010274470582813,6.63216189473013,8.128403396214372,4.0981350257659726,6.402989243193205,8.317668046290086,10.062809218296147,7.1259615691531515,9.118644067796609,12.302275846659645
5.441209563994383,5.563150492264423,6.4109353023909925,4.763853727144869,5.387834036568218,5.363150492264423,6.446483825597746,5.563572433192688,6.377074542897325,7.739943741209555,6.200808720112515,5.533227848101266,6.49746835443038,4.185478199718708,4.57246835443038,4.731188466947967,5.661075949367088,5.854113924050632,6.250316455696201,7.92879746835443,6.351336146272844,6.389240506329114,7.056012658227847,4.895077355836851,5.418354430379746,5.566104078762316,6.09873417721519,6.562025316455696,6.725316455696202,8.351898734177214,4.094796061884671,4.4267229254571046,5.26986638537272,2.8326300984528805,3.8387482419128025,4.147257383966252,4.7248241912798905,5.049507735583689,4.858790436005632,6.214064697609,5.422855133614635,5.222784810126583,6.042088607594936,4.404571026722926,4.959493670886077,5.875175808720114,6.784810126582278,5.701898734177215,6.34746835443038,7.775316455696202,5.29367088607596,5.227285513361467,5.668741209563995,4.6045007032348835,5.69880450070324,5.924753867791842,7.053656821378339,5.58087201125176,6.270323488045006,6.836568213783396,6.051547116736995,5.975316455696202,6.876265822784808,5.494022503516178,6.336075949367089,7.074753867791836,7.364556962025317,7.137341772151899,7.305696202531645,7.196835443037974,5.407032348804505,6.339240506329114,7.079430379746835,4.771870604781997,5.086708860759494,5.2547116736990205,6.014556962025316,5.473417721518987,6.2962025316455685,7.9367088607594924,5.378762306610418,6.70253164556962,8.0376582278481,5.280309423347406,5.2069620253164555,5.44922644163151,6.1791139240506325,6.431645569620253,5.715189873417722,6.940506329113923,7.151336146272849,8.031645569620252,8.41993670886076,6.001406469760902,7.0462025316455685,6.5045007032348785,7.04746835443038,8.23037974683544,6.8075949367088615,5.536708860759494,5.837343695087813,5.217165340271404,6.689674523007862,3.6811549841852935,5.433863572594641,6.602617079889805,7.764628609325584,5.705610396898272,8.182347464544446,11.294051627384956
5.428550207961977,5.739787581699352,6.85788027332145,5.056892453951282,5.6898767082590656,5.784313725490199,7.357211824123584,6.3798276886512175,6.476084373143193,8.068330362448005,6.174725193107542,5.902406417112299,6.830213903743315,4.501374034462273,4.871657754010696,5.373477421271545,6.52072192513369,6.349264705882352,6.393382352941177,8.179478609625667,6.548611111111107,6.9431818181818175,7.3181818181818175,5.157791146761736,5.516042780748663,6.260286690433749,6.97860962566845,7.0952540106951885,6.96557486631016,8.702205882352942,4.428253119429593,4.859662804515751,5.604315210932865,3.198603683897799,4.257167260843735,4.656862745098046,5.56353980986334,5.517973856209155,5.13651218062983,6.780451574569221,5.648878490790257,5.70855614973262,6.8669786096256695,4.794600415923949,5.67312834224599,6.5209818775995245,7.873663101604278,7.0778743315508015,6.6834893048128325,8.626002673796792,6.062537136066552,5.906157159833636,6.394570707070701,5.0729352346999415,6.654820261437906,6.455139631610219,8.215203505644673,6.756535947712412,6.403594771241828,7.317587641117046,6.967840166369572,6.8953877005347595,7.790441176470589,6.149658348187761,7.611965240641711,8.002153891859773,8.67279411764706,8.540775401069519,8.056818181818182,7.939171122994653,5.923945335710046,7.18081550802139,8.126002673796792,5.323232323232326,6.023061497326204,6.122251931075461,7.382018716577541,6.836898395721925,6.516042780748663,8.399732620320856,5.868686868686873,7.196858288770053,8.469585561497325,5.573677956030906,5.632687165775401,5.571449792038032,6.688168449197861,7.22994652406417,5.823529411764706,7.135026737967912,7.426619132501479,8.573863636363635,8.990975935828876,6.616458704693998,7.751671122994653,6.9867795603089675,7.974264705882353,8.390374331550802,6.534759358288769,6.102941176470589,6.505168592592589,5.790488888888888,7.226584888888885,3.8942767407407426,5.846339555555548,7.570177580246912,9.206400000000002,7.418126222222181,8.388622222222214,11.37156266666667
5.844287949921749,5.416275430359935,6.562695618153365,5.156494522691705,5.900430359937401,8.28325508607199,8.543622848200314,6.602895148669794,6.288341158059464,8.531298904538342,6.410700312989041,5.419894366197183,6.10387323943662,3.7405125195618174,4.772007042253521,6.383705007824727,6.793133802816901,6.33362676056338,6.397007042253521,7.393485915492958,6.9371087636932645,6.106514084507042,6.943661971830986,4.742273082942098,5.63644366197183,7.460582942097026,7.462147887323944,7.13468309859155,8.007922535211268,8.444542253521126,4.871674491392801,3.971830985915495,4.844776995305166,2.5884194053208125,3.391431924882629,4.646322378716745,5.614436619718311,5.430751173708921,4.620892018779341,6.882629107981217,5.536874021909233,5.060739436619718,6.088028169014086,3.8537754303599385,4.078345070422535,6.025136932707354,7.625880281690143,6.36355633802817,5.951584507042254,8.007922535211268,6.850938967136147,6.065727699530512,6.4856220657276955,5.095852895148669,6.1731220657276955,7.789906103286384,9.32922535211267,8.082159624413148,6.582159624413144,8.623239436619714,8.08705007824726,6.441901408450703,7.414612676056339,5.813575899843501,7.133802816901408,8.894561815336463,9.56338028169014,9.663732394366194,8.343309859154932,8.67781690140845,5.9855242566510105,5.911971830985914,7.148767605633802,5.084115805946793,5.558098591549296,7.368153364632237,7.882042253521128,7.154929577464789,7.211267605633803,9.411971830985918,6.091158059467912,6.545774647887324,8.173415492957746,5.072378716744913,5.15669014084507,6.189749608763689,7.920774647887325,7.767605633802818,4.457746478873239,8.038732394366198,8.702660406885759,8.619718309859154,9.166373239436622,6.841158059467919,7.438380281690143,7.111111111111105,8.815140845070422,9.34154929577465,7.440140845070424,7.309859154929578,7.902467384984864,5.253215316152378,7.014792899408282,3.0825739916649,5.2932417233116515,7.4160540314386445,8.077827766638945,7.997652696953393,6.59523693090127,10.754657929483097
4.180227471566053,4.259076990376203,4.801399825021875,4.3302712160979855,4.035651793525807,4.025153105861767,4.793689851268592,4.302055993000874,4.9457567804024505,6.36898512685914,4.567858705161855,3.7701771653543306,4.369586614173229,2.879319772528432,2.7947834645669283,2.9062226596675402,3.3838582677165365,4.4138779527559056,3.9886811023622046,5.386318897637795,4.924321959755033,4.31988188976378,4.741141732283465,3.272528433945754,3.067913385826772,3.210192475940508,3.698326771653544,4.478346456692913,4.188976377952756,5.988188976377954,3.8042432195975455,3.1429352580927366,3.5638670166229236,1.6126421697287845,2.907042869641294,3.026246719160104,3.1650809273840737,4.213473315835519,3.4949693788276446,5.044181977252845,3.710247156605424,3.318405511811024,3.912893700787401,2.999398512685912,3.673720472440945,3.6791885389326326,4.0984251968503935,4.386318897637795,3.856791338582677,6.0989173228346445,4.1248906386701645,3.0714129483814525,3.5271216097987748,2.8654855643044606,3.4234470691163588,3.347769028871393,3.772036307961504,4.2961504811898505,4.11439195100612,5.685914260717413,4.678587051618548,3.3208661417322833,3.880905511811024,3.2203630796150455,3.767716535433072,3.9355861767279094,4.041830708661418,5.008858267716535,4.857283464566928,6.103346456692912,3.936132983377074,4.613188976377952,5.2421259842519685,4.174103237095361,3.7125984251968505,3.859798775153104,4.7770669291338566,4.22244094488189,4.468503937007873,6.533464566929133,4.812773403324588,4.31988188976378,4.968503937007873,3.490376202974625,4.153543307086614,3.784995625546804,4.07234251968504,4.938976377952756,4.031496062992126,6.446850393700787,6.926946631671044,6.000984251968504,6.271653543307088,4.281714785651793,5.236220472440944,4.813867016622922,5.3518700787401565,6.72244094488189,5.562992125984252,6.210629921259843,4.607807253620404,3.898554402153019,4.463414071510954,2.045657653039431,3.4817608612072286,3.4888530052543887,4.085951557093424,4.415440215301812,5.141714725105731,8.005290272971932
4.932791327913286,4.999390243902446,5.501016260162607,4.5560975609756165,5.0210365853658585,5.2410569105691085,6.125203252032518,4.954065040650416,5.292682926829273,7.3882113821138145,5.41808943089431,4.549390243902439,5.253048780487805,3.638279132791328,4.032012195121952,4.227710027100273,5.018902439024391,5.061585365853657,5.090853658536585,7.125,5.419308943089431,5.4865853658536565,5.792073170731706,4.082181571815718,4.492378048780488,4.700880758807592,5.420731707317072,5.390853658536585,5.4957317073170735,7.517682926829267,4.100000000000006,3.7950542005420065,4.452371273712742,2.3831978319783165,3.6081639566395656,3.8451219512195145,4.367615176151767,4.493631436314368,4.26558265582656,5.957859078590786,4.6218495934959405,4.4375,5.205182926829268,3.9432588075880775,4.480487804878049,5.050982384823853,6.1484756097560975,5.123475609756097,5.152743902439024,7.1125,5.1310298102981085,4.439634146341466,4.870934959349599,4.0426829268292686,4.876321138211389,5.090514905149057,6.233333333333339,5.144715447154474,5.253252032520331,6.47723577235772,5.900000000000005,4.934756097560976,5.679878048780488,4.810027100271008,5.655182926829268,6.179132791327912,6.503658536585367,6.469512195121952,6.391463414634146,6.808536585365853,4.84552845528456,5.411585365853657,5.979878048780488,4.236043360433607,4.619817073170732,4.82425474254743,5.634146341463414,4.769512195121952,5.226829268292682,7.857317073170733,4.958943089430899,5.4140243902439025,6.288414634146341,4.2649051490514935,4.54420731707317,4.61734417344174,5.5390243902439025,5.453658536585366,4.467073170731707,6.458536585365854,7.135365853658532,7.251829268292683,7.5335365853658525,5.660840108401088,6.441768292682927,6.086449864498643,6.657317073170732,7.7975609756097555,6.128048780487805,5.929268292682927,5.419710331390938,4.469589334659394,5.470424044375772,2.864732955378877,4.593215171589085,5.198028795840793,6.3992162016563965,4.899331640234196,5.910609101295877,9.77012923200786
