edp0,edp1,edp2,edp3,edp4,edp5,edp6,edp7,edp8,edp9,edp10,edp11,edp12,edp13,edp14,edp15,edp16,edp17,edp18,edp19
2.875669642857143,4.103869047619047,3.765625,4.200669642857143,3.2308035714285714,3.0014880952380953,3.7665922619047616,3.5105654761904765,3.81875,3.856398809523809,3.4336309523809523,3.535342261904762,3.2890625,3.731696428571429,4.074255952380953,2.9813988095238093,3.000297619047619,4.858928571428572,3.6662202380952382,3.6265625
2.427103658536585,3.1369207317073164,2.954786585365853,3.2283841463414635,2.7366158536585368,2.31234756097561,2.9551524390243897,2.786981707317073,2.9764329268292684,3.131310975609756,2.735335365853658,2.9541158536585366,2.8177743902439025,3.162896341463415,3.728993902439024,2.506128048780488,2.4599695121951215,4.244969512195122,2.79515243902439,2.834664634146341
3.8445112179487175,5.295793269230768,5.126963141025641,5.282491987179487,4.21854967948718,3.984895833333333,4.8640625,4.558934294871795,4.949879807692307,5.245152243589744,4.304927884615385,4.813982371794872,4.397235576923077,4.644511217948718,5.405969551282051,4.032972756410256,3.9556490384615386,5.916626602564104,4.6772035256410245,4.827524038461537
2.936886503067484,3.8920245398773,3.678450920245399,4.1950920245398775,3.324846625766871,3.032745398773005,3.788113496932515,3.3418711656441724,3.6968558282208583,3.8753067484662576,3.298542944785276,3.5855061349693242,3.5907208588957054,3.713726993865031,4.473159509202454,2.904984662576687,2.964953987730061,5.12361963190184,3.5059815950920243,3.4379601226993866
2.8002684049079756,3.754179447852761,3.6625383435582815,4.050421779141105,3.023351226993865,2.9077837423312882,3.6975076687116566,3.297124233128834,3.517599693251533,3.7479677914110425,3.2625383435582824,3.4853911042944787,3.4679064417177914,3.548657975460123,4.334240797546013,2.81545245398773,2.885927914110429,4.987384969325152,3.424808282208589,3.339608895705521
2.939455521472392,3.862691717791411,3.744976993865031,4.16667944785276,3.1846242331288344,3.0526457055214724,3.7730444785276065,3.380866564417178,3.5672162576687114,3.879256134969325,3.342292944785276,3.569976993865031,3.648197852760736,3.667216257668711,4.3985046012269935,2.9416027607361968,2.9639953987730063,5.106403374233129,3.4860046012269934,3.490989263803681
2.8531441717791406,3.80728527607362,3.6378834355828222,4.0995398773006135,3.146855828220859,2.9336656441717786,3.7005368098159512,3.3175613496932517,3.5706288343558277,3.8032208588957057,3.3055981595092025,3.534279141104294,3.497776073619632,3.658588957055216,4.332055214723926,2.8342024539877295,2.9444785276073615,5.093328220858896,3.429141104294478,3.437193251533742
3.6930788590604022,5.178984899328859,5.134857382550336,5.567491610738256,3.9740352348993286,4.055494966442953,5.009689597315437,4.4484479865771815,4.737625838926174,5.1270553691275165,4.273699664429531,4.784521812080537,4.439219798657718,4.571770134228188,5.463800335570471,3.8611996644295297,3.8503775167785226,6.007676174496645,4.558431208053691,4.706333892617449
2.936106811145511,3.8626547987616098,3.728676470588236,4.073722910216718,3.1694659442724458,3.107469040247678,3.832004643962848,3.365750773993808,3.705147058823529,3.837886996904025,3.3935371517027866,3.6123452012383903,3.466911764705882,3.718537151702785,4.401586687306501,2.890673374613003,2.882546439628483,5.099651702786377,3.411416408668731,3.3885061919504644
2.7494283536585367,3.724504573170732,3.546074695121951,3.943940548780488,3.0202362804878047,2.9834222560975614,3.654382621951219,3.2255716463414634,3.5471417682926836,3.8016387195121952,3.325419207317073,3.47953506097561,3.3552210365853656,3.5847942073170738,4.221150914634146,2.707126524390244,2.7608612804878048,4.958803353658537,3.4408155487804875,3.300495426829268
3.2917561349693245,4.642906441717792,4.445437116564417,4.820820552147239,3.598044478527608,3.644670245398773,4.411081288343558,3.8307898773006137,4.292062883435583,4.488995398773006,3.8235812883435583,4.212998466257669,3.9316334355828215,4.144210122699387,4.91875,3.412308282208589,3.4321702453987726,5.591832822085888,3.9103144171779136,3.946664110429448
2.956493055555556,4.216284722222222,4.084409722222222,4.4696875,3.336076388888889,3.2539236111111114,3.921770833333333,3.5171875,3.905729166666666,4.126006944444445,3.495868055555556,3.8449652777777774,3.656145833333333,3.8581597222222226,4.381145833333333,3.101701388888889,3.1153125,5.11579861111111,3.7482291666666656,3.6650347222222224
2.7955028328611897,3.782400849858356,3.688491501416432,3.9310552407932007,3.2223441926345604,2.9951487252124647,3.689412181303116,3.340899433427762,3.601451841359774,3.7717067988668553,3.276805949008499,3.5746104815864017,3.307896600566572,3.652726628895184,4.209242209631728,2.8160410764872523,2.939341359773371,4.837145892351275,3.491820113314448,3.3813385269121814
2.834182960893855,3.9344622905027937,3.7965432960893857,4.124127094972067,3.052269553072626,3.057786312849162,3.7752444134078207,3.3309706703910607,3.6053421787709494,3.791305865921788,3.2988477653631283,3.5410265363128484,3.328666201117318,3.6486382681564256,4.23697625698324,2.9190991620111726,2.9417248603351958,4.73620810055866,3.428317039106145,3.488861731843576
2.7147632311977725,3.570543175487465,3.6483286908078,3.85633704735376,3.1121866295264624,2.8676880222841232,3.5390668523676876,3.202506963788301,3.576462395543176,3.606824512534819,3.1100974930362115,3.447841225626741,3.220125348189415,3.560863509749304,4.16100278551532,2.8353064066852367,2.7655292479108633,4.677019498607241,3.3898328690807804,3.2041782729805006
2.6291666666666673,3.466319444444444,3.483055555555556,3.774097222222222,2.924305555555556,2.781388888888889,3.352291666666666,3.05625,3.2575,3.4484027777777775,2.9807638888888888,3.243819444444444,3.1471527777777775,3.341180555555556,4.019861111111111,2.646666666666666,2.6497222222222225,4.541388888888889,3.0997222222222223,3.0921527777777778
3.3646088957055214,4.593443251533742,4.577569018404908,4.96805981595092,3.714838957055216,3.6524156441717786,4.517216257668712,3.9199003067484663,4.260927914110429,4.661311349693251,3.9083972392638047,4.236157975460122,4.143366564417177,4.284317484662576,4.903565950920244,3.5600076687116564,3.479102760736197,5.871817484662577,4.187768404907976,4.181326687116565
2.6635946327683615,3.5905014124293784,3.5594279661016945,3.951800847457627,3.029343220338983,2.853566384180791,3.479484463276836,3.1520833333333322,3.5292725988700564,3.5500353107344638,3.0356991525423727,3.3094985875706215,3.1256709039548016,3.5017302259887,4.08146186440678,2.706885593220339,2.709498587570621,4.595727401129944,3.3703036723163846,3.116913841807909
3.0033263305322127,4.146323529411764,4.121323529411764,4.461799719887956,3.216771708683473,3.195273109243697,3.92405462184874,3.6091386554621847,3.946603641456583,4.10374649859944,3.447023809523809,3.867682072829132,3.682317927170868,3.7620798319327737,4.3781162464986,3.1190126050420166,3.0957633053221283,5.153816526610644,3.7147408963585433,3.727766106442577
3.0328342618384396,4.049408077994428,4.061733983286908,4.38408774373259,3.3345055710306406,3.2125,3.874895543175488,3.4959958217270195,3.8809540389972144,3.944045961002785,3.325383008356546,3.7536559888579384,3.520229805013928,3.847597493036212,4.4341573816156,3.1057451253481894,3.1553272980501395,5.2676532033426176,3.679630919220056,3.579909470752089
2.7195181564245807,3.5445879888268155,3.5327164804469273,3.9061103351955304,2.97266061452514,2.8151885474860334,3.506459497206704,3.156599162011173,3.3917946927374296,3.5583449720670393,3.0495460893854744,3.335789106145252,3.187395251396648,3.4332053072625697,4.073289106145252,2.69766061452514,2.7968924581005585,4.571263966480447,3.272870111731844,3.1675628491620107
3.120369080779944,4.190215877437326,4.314867688022284,4.577472144846797,3.45741643454039,3.3124303621169915,4.011803621169917,3.581093314763231,4.036455431754875,4.0705779944289695,3.523781337047353,3.861803621169917,3.6018454038997216,3.8333217270194986,4.535271587743733,3.2833913649025073,3.229073816155988,5.33924094707521,3.8098537604456815,3.7408426183844
3.2524922118380064,4.522196261682243,4.353504672897197,4.748052959501558,3.5171339563862927,3.5289719626168226,4.251090342679127,3.808411214953271,4.130996884735201,4.506386292834891,3.7530373831775696,4.118925233644861,3.9947819314641744,4.109501557632399,4.747507788161994,3.280140186915888,3.3710280373831774,5.419937694704051,4.058722741433022,4.038317757009346
3.052539682539683,4.24642857142857,4.024444444444445,4.244047619047619,3.4108730158730163,3.2480158730158726,4.02563492063492,3.623174603174604,3.9736507936507937,4.149761904761904,3.5175396825396827,3.9013492063492063,3.6234920634920633,3.9495238095238094,4.512063492063492,3.03531746031746,3.228412698412698,5.164047619047619,3.8472222222222223,3.7057142857142855
2.728919491525424,3.605685028248588,3.4578742937853106,3.8255296610169487,3.0243290960451974,2.8150070621468926,3.5175494350282492,3.186052259887006,3.3897951977401126,3.5969985875706216,3.109216101694915,3.3167019774011295,3.152930790960452,3.466843220338983,4.107450564971751,2.6804025423728803,2.796716101694915,4.686899717514124,3.3756709039548016,3.26055790960452
3.308219696969697,4.538674242424243,4.470568181818182,4.872765151515152,3.636477272727273,3.512916666666666,4.3026136363636365,3.8543560606060607,4.263598484848486,4.384659090909091,3.642613636363636,4.097613636363636,3.9126893939393934,4.045189393939394,4.855643939393939,3.4934469696969694,3.4094318181818184,5.600795454545454,4.03935606060606,3.9823106060606066
2.8857415902140673,3.84315749235474,3.74224006116208,4.146368501529052,3.1937691131498473,3.036200305810397,3.793922018348624,3.3529434250764525,3.5933103975535166,3.798814984709479,3.252255351681957,3.5618119266055044,3.388799694189603,3.664105504587156,4.438799694189601,2.8654816513761467,2.9748853211009174,4.929778287461773,3.5849006116207947,3.3773318042813454
3.6048524844720498,4.8901009316770185,4.814790372670808,5.312072981366461,3.943361801242236,3.9002717391304342,4.807492236024844,4.324961180124224,4.564557453416149,4.882725155279503,4.131327639751553,4.467274844720497,4.293284161490682,4.5715450310559005,5.330240683229814,3.763315217391304,3.7354425465838497,6.0494953416149055,4.4771350931677025,4.405551242236025
2.632808564231738,3.464672544080604,3.451574307304786,3.757493702770781,2.9522040302267003,2.770465994962217,3.2746851385390428,3.098362720403023,3.2393576826196475,3.397166246851385,2.9154911838790922,3.221410579345088,2.9909949622166248,3.37367758186398,3.9221032745591935,2.703337531486146,2.69382871536524,4.433060453400504,3.1573677581863975,3.0433879093198994
2.6455919395466,3.4607682619647355,3.429911838790932,3.7349496221662473,2.8581234256926953,2.7436397984886653,3.3274559193954665,3.0794080604534004,3.278085642317381,3.407997481108312,2.906171284634761,3.2607052896725444,3.0300377833753145,3.3945843828715367,3.9032115869017634,2.6449622166246853,2.661712846347607,4.358186397984887,3.159697732997481,3.032997481108312
2.5365554156171286,3.329565491183879,3.282462216624685,3.61602644836272,2.9339105793450884,2.680258186397985,3.1279282115869007,2.996442065491184,3.100409319899244,3.25500629722922,2.847197732997481,3.149590680100756,2.952928211586902,3.3730793450881613,3.836051637279597,2.609288413098237,2.5392002518891683,4.3453715365239285,3.106958438287154,2.908469773299748
2.52455919395466,3.336649874055416,3.2054785894206543,3.578400503778337,2.777770780856424,2.63727959697733,3.162909319899244,2.97103274559194,3.114609571788413,3.2759445843828714,2.8022040302267004,3.1033375314861456,2.9181360201511333,3.305289672544081,3.860642317380353,2.5802267002518886,2.5751259445843835,4.3336272040302255,3.003778337531485,2.9277078085642314
2.567002518891688,3.366120906801008,3.259256926952141,3.642884130982368,2.8274559193954656,2.69867758186398,3.2511964735516363,3.040680100755668,3.151574307304786,3.319332493702771,2.8537153652392946,3.164798488664988,2.964105793450881,3.328526448362721,3.886083123425693,2.5939546599496226,2.6214105793450884,4.266498740554156,3.104471032745592,2.955163727959698
2.528557934508816,3.3097921914357684,3.265837531486146,3.59146725440806,2.895686397984887,2.6599811083123424,3.150346347607053,2.9683564231738035,3.0970088161209066,3.2300692695214104,2.8181675062972293,3.1403337531486146,2.9479534005037777,3.3395151133501257,3.877802267002519,2.572512594458438,2.548331234256927,4.241089420654912,3.085862720403022,2.9354219143576827
2.6187027707808563,3.4159319899244327,3.3751889168765747,3.70264483627204,2.852581863979849,2.7377204030226694,3.314609571788413,3.041561712846347,3.203337531486146,3.382745591939546,2.8979219143576826,3.2242443324937033,3.0063602015113347,3.3738035264483632,3.8676322418136015,2.663727959697733,2.659005037783375,4.4077455919395465,3.1401133501259446,3.0278967254408062
