d_fpssm0,d_fpssm1,d_fpssm2,d_fpssm3,d_fpssm4,d_fpssm5,d_fpssm6,d_fpssm7,d_fpssm8,d_fpssm9,d_fpssm10,d_fpssm11,d_fpssm12,d_fpssm13,d_fpssm14,d_fpssm15,d_fpssm16,d_fpssm17,d_fpssm18,d_fpssm19
0.00023118509034001993,0.0011470337174562528,0.0007824726134585289,0.0009069568928723857,0.0,8.891734243846917e-05,0.0010225494380423955,0.00016005121638924452,0.0010581163750177835,0.001004765969554702,0.00029342723004694836,0.0008447147531654574,0.001004765969554702,0.0006935552710200598,0.0009691990325793147,0.0006224213970692843,0.0006668800682885193,0.0008180395504339168,0.0005690709916062028,0.0004712619149238867
0.00028347003904571184,0.001207033714646257,0.0009235636756005449,0.0009327078704084713,0.0,0.00019202809096644996,0.0010881591821432163,0.00011887453250304046,0.0010698707925273642,0.0010241498184877331,0.00039320037674082605,0.001106447571759069,0.000978428844448102,0.000822977532713357,0.0009052752859846926,0.0007406797794420211,0.0006400936365548331,0.0009509962600243236,0.0006766704157865379,0.0004937865196280142
0.00011838630361533557,0.0013659958109461794,0.0007103178216920134,0.0008195974865677078,0.0,0.00028230580092887715,0.0011019032874965853,0.00019123941353246522,0.00091066387396412,0.0010108369001001728,0.0004644385757217012,0.0008469174027866315,0.0008833439577451961,0.0005281850468991895,0.000728531099171296,0.00038247882706493033,0.0004189053820234951,0.0006192514342956016,0.0007467443766505782,0.0005555049631181132
7.947019867549669e-05,0.0016512141280353202,0.0005033112582781456,0.0012185430463576162,0.0,0.0002560706401766005,0.0012980132450331127,0.0001854304635761589,0.0007593818984547462,0.0011567328918322298,0.0005386313465783665,0.0008918322295805738,0.0007770419426048564,0.0005916114790286976,0.000706401766004415,0.00048565121412803516,0.0003885209713024282,0.0005562913907284768,0.0008741721854304636,0.0006887417218543047
8.390669575432117e-05,0.0017061028136711974,0.0006898994984244187,0.0010255262814417036,0.0,0.00014916745911879324,0.0012026626391452703,0.00024239712106803897,0.000792452126568589,0.001034849247636628,0.0005220861069157764,0.0008483899237381366,0.0009602655180772315,0.0005687009378903992,0.0006339617012548713,0.00021442822248326528,0.0004008875463817568,0.0004941172083310025,0.0005127631407208518,0.0006526076336447203
0.00017510875175108748,0.0013547887635478872,0.0008571112585711125,0.0009124087591240877,0.0,0.00020275750202757505,0.0011981125119811251,0.00027648750276487504,0.0008571112585711125,0.0009031925090319252,0.0003962987539629875,0.0008294625082946251,0.0008663275086632754,0.0005806237558062376,0.00092162500921625,0.0004700287547002876,0.0004515962545159626,0.0003778662537786625,0.0006174887561748875,0.0005068937550689375
0.0,0.001572413793103448,0.0006344827586206896,0.0009379310344827584,0.00029425287356321845,0.0001931034482758621,0.0011862068965517241,0.0002298850574712644,0.0009839080459770114,0.0009379310344827584,0.0005517241379310346,0.000974712643678161,0.0008183908045977011,0.0005517241379310346,0.0005701149425287357,0.00037701149425287356,0.0003862068965517242,0.0007172413793103448,0.0007172413793103448,0.0005425287356321839
0.0006170300287947346,0.00390785684903332,0.002725215960510078,0.004113533525298231,0.0017482517482517483,0.0015425750719868364,0.005553270259152611,0.0,0.004216371863430686,0.00390785684903332,0.0016454134101192923,0.003085150143973673,0.001902509255450432,0.002108185931715343,0.002725215960510078,0.0009769642122583297,0.0011826408885232413,0.002982311805841217,0.0031365693130399014,0.001902509255450432
0.0006214507660987893,0.0011357548483874424,0.0008143147969570342,0.0002571520411443266,0.0,0.00023572270438229937,0.00019286403085824492,0.0004928747455266259,0.001007178827815279,0.00042858673524054423,0.00019286403085824492,0.0010714668381013607,0.0014786242365798776,0.0010928961748633882,0.0018643522982963675,0.0015429122468659598,0.0010928961748633882,0.002100075002678667,0.0005785920925747348,0.00038572806171648983
0.00016031988532412908,0.0010939474527999395,0.000565834889379279,0.0008204605895999546,0.0,3.772232595861861e-05,0.0010656557083309757,4.7152907448273274e-05,0.000867613497048228,0.000839321752579264,0.0003583620966068769,0.0009524887304551199,0.0010562251268413213,0.0007261547747034082,0.0009241969859861563,0.000565834889379279,0.0005375431449103152,0.0008770440785378825,0.0003772232595861862,0.000433806748524114
9.64506172839506e-06,0.001610725308641975,0.0006847993827160494,0.0009837962962962962,0.00021219135802469136,0.0001253858024691358,0.0010706018518518517,0.0,0.0008487654320987654,0.0009934413580246913,0.0005208333333333332,0.000771604938271605,0.0008391203703703704,0.0005401234567901235,0.0004918981481481481,0.0003279320987654321,0.00030864197530864197,0.0005304783950617284,0.0005497685185185183,0.0005401234567901235
0.0,0.0015475320187222892,0.0005791377493377894,0.0009494061464553919,0.00021836341368474017,0.0001898812292910784,0.0011013111298882547,1.8988122929107843e-05,0.0010063705152427158,0.0008639595932744068,0.0004936911961568039,0.0006455961795896666,0.0007405367942352058,0.0004841971346922501,0.0003797624585821569,0.00028482184393661757,0.0003038099668657255,0.000598125872266897,0.0006266080566605589,0.0005506555649441273
7.67341927562922e-05,0.0016210098219766726,0.0006618324125230203,0.0009495856353591162,0.0001534683855125844,0.00020142725598526704,0.0011318293431553102,0.0,0.0009399938612645795,0.0010550951503990175,0.0005946899938612645,0.0008248925721301411,0.0008153007980356046,0.0005371393492940455,0.000565914671577655,0.00040285451197053407,0.0003548956414978514,0.00043162983425414363,0.0005850982197667281,0.0006138735420503376
0.0,0.0015332748348958571,0.0004987761511107006,0.0008128203944026233,0.0001662587170369002,2.77097861728167e-05,0.0010714450653489123,1.8473190781877798e-05,0.0008867131575301344,0.0007481642266660511,0.0003509906248556782,0.000646561677365723,0.0006373250819747841,0.00040641019720131166,0.00045259317415600607,0.0001754953124278391,0.00019396850320971688,0.00045259317415600607,0.0005634323188472728,0.00040641019720131166
0.00029775868913992857,0.0012361497094597034,0.0006225863500198505,0.0008932760674197857,2.7068971739993507e-05,0.0,0.0010737358790197423,0.0001894828021799545,0.0008932760674197857,0.0008571841050997942,0.000324827660879922,0.0009564370014797705,0.0010015519543797597,0.0007850001804598117,0.00108275886959974,0.0005864943876998593,0.0006406323311798462,0.0009293680297397769,0.0005504024253798679,0.0004962644818998808
0.0,0.001573011476058567,0.0006430550059358924,0.0010091017016224772,0.00016818361693707957,0.000148397309062129,0.0011377127028096557,0.0,0.0009794222398100518,0.0009596359319351007,0.00045508508112386233,0.0009200633161851998,0.0008705975464978235,0.0004946576968737634,0.0005738029283735655,0.00027700831024930756,0.0002374356944994064,0.0005738029283735655,0.0005738029283735655,0.0005639097744360903
0.0,0.0016620797582429442,0.0008202471534185958,0.0012303707301278939,0.0002266472397604014,0.0003885381253035454,0.0014138470670767903,6.475635421725756e-05,0.001316712535750904,0.0012951270843451516,0.0007123198963898332,0.0010468943931789974,0.001100858021693379,0.0007231126220927095,0.0006907344449840805,0.00023743996546327773,0.00048567265662943164,0.000863418056230101,0.0008094544277157195,0.0007231126220927095
0.00029093229723895864,0.0012106537530266347,0.0008258723276460761,0.000882181804531036,0.0,0.00022523790753983892,0.0011824990145841545,0.00018769825628319912,0.0011074197120708748,0.001022955496743435,0.0002721624716106388,0.0009197214557876758,0.001069880060814235,0.0007507930251327965,0.001022955496743435,0.0007226382866903166,0.0005724796816637573,0.0008915667173451959,0.0005724796816637573,0.0005912495072920771
0.00023738308882875186,0.001186915444143759,0.0008450837962303564,0.000902055737549257,0.0,0.00015192517685040118,0.0010919622086122585,0.00018041114750985137,0.001053980914399658,0.0010065042966339078,0.0002278877652756017,0.000921046384655557,0.0010824668850591085,0.0007596258842520059,0.0010634762379528083,0.0007121492664862556,0.0005982053838484546,0.000911551061102407,0.0005982053838484546,0.0005697194131890044
0.0003085063617751269,0.0012620714799891552,0.0009348677629549298,0.000906821730066282,0.0,0.00025241429599783113,0.0012059794142118595,0.00024306561836828173,0.001121841315545916,0.00106574924976862,0.0003085063617751269,0.0009255190853253808,0.0011405386708050144,0.0008226836314003384,0.0011124926379163667,0.0007665915656230426,0.0006263614011798031,0.0009535651182140287,0.0006263614011798031,0.0006076640459207045
