edp0,edp1,edp2,edp3,edp4,edp5,edp6,edp7,edp8,edp9,edp10,edp11,edp12,edp13,edp14,edp15,edp16,edp17,edp18,edp19
3.9152122641509433,5.428891509433963,5.375825471698112,5.916155660377359,4.469221698113207,3.772523584905661,4.781957547169811,4.623231132075472,4.9515330188679245,5.660966981132075,4.618514150943396,4.426768867924529,5.061438679245283,4.940212264150944,5.437146226415094,3.8503537735849056,3.9206367924528305,7.301533018867923,4.843514150943396,5.268514150943396
3.4991745283018862,4.772051886792453,4.697287735849056,5.1404481132075475,3.9784198113207543,3.4402122641509436,4.3609669811320755,4.2465801886792445,4.33313679245283,5.190683962264151,4.175353773584906,3.8902122641509433,4.438325471698112,4.705306603773584,4.800353773584906,3.2770047169811325,3.3274764150943397,6.484080188679245,4.256014150943396,4.706721698113207
3.286862244897959,4.789923469387755,3.960586734693877,4.7382653061224485,3.937372448979592,3.3147959183673468,4.3206632653061225,3.738520408163265,3.856760204081632,4.863647959183673,4.198852040816327,4.205102040816326,3.780102040816327,4.369387755102041,4.908545918367347,3.2142857142857144,3.6456632653061214,5.641581632653061,4.179974489795917,4.345663265306122
4.002925531914894,5.653191489361702,4.60718085106383,5.179255319148935,4.318085106382979,4.021808510638298,5.177393617021276,4.506648936170214,4.592553191489362,5.746276595744681,4.778989361702128,4.798936170212766,5.052393617021276,5.16781914893617,6.110638297872341,3.8579787234042553,4.059574468085105,7.588297872340427,4.8872340425531915,5.118617021276596
4.221743697478992,5.708718487394958,6.361869747899161,6.051365546218486,4.238340336134454,3.940021008403361,4.87594537815126,4.751785714285713,5.348424369747899,6.017331932773109,4.784348739495798,4.975735294117647,4.848424369747899,4.767962184873949,5.623424369747898,4.284978991596638,4.596953781512605,6.725105042016808,4.89359243697479,5.760819327731093
3.999151583710407,5.4743778280542985,5.506052036199095,5.841685520361992,4.507975113122172,4.040554298642534,5.219626696832579,4.820418552036199,5.340328054298642,5.791572398190044,4.954920814479638,4.746097285067872,4.7181561085972845,5.274264705882353,5.462726244343892,4.304015837104072,4.24089366515837,6.675509049773757,5.245305429864254,5.515214932126698
4.186824324324324,5.742905405405405,6.1300675675675675,6.0540540540540535,4.5741554054054046,4.152702702702704,5.4033783783783775,4.690540540540541,5.363006756756757,6.020777027027026,4.9859797297297295,5.0819256756756745,4.957601351351351,5.477702702702704,5.78581081081081,4.316047297297296,4.3028716216216205,6.983445945945946,5.585472972972973,5.60625
4.186824324324324,5.742905405405405,6.1300675675675675,6.0540540540540535,4.5741554054054046,4.152702702702704,5.4033783783783775,4.690540540540541,5.363006756756757,6.020777027027026,4.9859797297297295,5.0819256756756745,4.957601351351351,5.477702702702704,5.78581081081081,4.316047297297296,4.3028716216216205,6.983445945945946,5.585472972972973,5.60625
3.3952160493827166,4.026697530864197,3.801388888888889,4.8483024691358025,4.189043209876544,3.138117283950617,4.25108024691358,4.626697530864198,4.231327160493827,5.072685185185184,3.968672839506173,3.802932098765432,4.2733024691358015,4.1177469135802465,5.163425925925927,3.489969135802469,3.5955246913580248,6.1483024691358015,4.030401234567901,4.792438271604937
3.6417272727272727,5.2082727272727265,4.775,5.234,4.031818181818182,3.752636363636364,4.637363636363636,4.272727272727272,4.781818181818182,5.063545454545454,4.256727272727272,4.530363636363636,4.044818181818182,4.497727272727273,5.090545454545454,3.8039090909090914,3.814,5.8952727272727286,4.5357272727272715,4.700454545454545
3.5300958188153304,5.107883275261324,4.9001306620209055,5.2080574912892,4.02948606271777,3.910844947735193,4.922865853658537,4.206054006968641,4.721820557491289,4.895165505226481,4.254660278745645,4.5947299651567945,4.205095818815331,4.4644163763066205,4.881489547038329,3.691681184668989,3.6749564459930313,5.751524390243903,4.6227787456446,4.429311846689895
3.711265432098765,3.8924382716049375,3.461265432098765,4.327623456790123,3.4859567901234563,3.006635802469136,3.811574074074074,3.7689814814814815,3.661265432098765,3.947067901234568,3.447685185185185,3.3439814814814817,3.5365740740740734,3.6504629629629624,4.018055555555556,2.8878086419753086,3.4109567901234565,5.736882716049383,3.1495370370370366,3.695524691358025
3.519367283950617,4.939737654320988,4.443287037037037,5.375694444444445,3.877700617283952,3.702700617283952,4.9104166666666655,4.41628086419753,4.107793209876543,4.934953703703705,4.542978395061728,4.334182098765432,4.567669753086419,4.931095679012346,5.0539351851851855,3.600077160493828,3.7192129629629624,6.057484567901234,4.431404320987654,4.248379629629629
3.2908854166666672,4.76579861111111,4.6467881944444445,4.88611111111111,3.6378472222222222,3.5509548611111112,4.463020833333333,3.9550347222222224,4.3296875,4.6910590277777775,3.9607638888888888,4.253819444444445,3.912326388888889,4.143576388888889,4.760503472222222,3.52578125,3.3869791666666673,5.40173611111111,4.1408854166666655,4.2574652777777775
3.108204334365325,4.430804953560371,4.090325077399381,4.521362229102167,3.3682662538699684,3.38343653250774,4.12515479876161,3.7085913312693495,3.9839009287925697,4.398219814241486,3.8400928792569657,3.9160990712074306,3.799458204334365,4.046749226006192,4.395433436532508,3.2151702786377707,3.2056501547987617,5.335139318885449,4.027089783281734,3.9021671826625384
3.479054054054054,4.505236486486488,4.3342905405405405,4.993243243243242,3.595439189189189,3.6648648648648647,4.393581081081081,4.219087837837838,3.79054054054054,4.576858108108108,4.061486486486486,3.881418918918919,4.25625,4.4758445945945935,4.773648648648648,3.567398648648649,3.776013513513513,5.499831081081081,4.173648648648649,4.088006756756757
3.527241379310345,4.560172413793104,4.222413793103448,5.108965517241379,3.685,3.8679310344827584,4.625862068965517,4.371551724137932,3.9693103448275857,5.160344827586208,4.299655172413793,3.941206896551724,4.320172413793103,4.912931034482758,5.124137931034483,3.622068965517241,3.771379310344828,5.973103448275862,4.1963793103448275,4.529137931034483
3.0585695876288654,4.470038659793815,3.8596005154639177,4.606636597938144,3.478801546391752,3.3757087628865974,4.163466494845361,3.8713273195876288,3.554832474226804,4.31243556701031,3.8175902061855673,3.9273840206185566,3.9674613402061856,4.382796391752577,4.702384020618557,3.188337628865979,3.33305412371134,5.318234536082474,3.898646907216496,3.912435567010309
3.684549356223176,5.08862660944206,5.305042918454936,5.65472103004292,3.9216738197424887,3.9670600858369105,4.9537553648068675,4.3553648068669535,4.76695278969957,5.157725321888412,4.484656652360515,4.518776824034335,4.515450643776824,4.713412017167382,4.9803648068669535,3.9752145922746775,3.80675965665236,5.915665236051503,4.642167381974249,4.648712446351931
3.0199685534591194,3.8992138364779874,3.47248427672956,4.060691823899371,3.136635220125786,3.0,3.637264150943396,3.4075471698113207,3.292295597484277,4.1556603773584895,3.5089622641509433,3.311635220125786,3.781918238993711,4.163207547169812,4.254716981132075,2.9471698113207547,3.0606918238993717,5.427044025157232,3.5801886792452824,3.6776729559748422
3.174377828054298,4.364988687782805,4.525961538461537,4.973699095022624,3.703676470588236,3.4986990950226238,4.210463800904978,3.911368778280543,4.026640271493212,4.431391402714932,3.8345588235294112,3.906730769230769,4.14643665158371,4.002319004524887,4.607409502262444,3.2259615384615383,3.3143099547511308,5.845079185520362,4.0875,4.182748868778281
2.9141746411483247,4.1142942583732065,3.777332535885168,4.516208133971292,3.4517344497607656,3.2168062200956933,3.888456937799043,3.622188995215311,3.948265550239233,4.166088516746411,3.584629186602871,3.6512559808612446,3.759748803827751,4.270633971291866,4.349581339712919,3.0880980861244014,3.1121411483253585,4.960944976076555,3.8827153110047847,3.7859449760765544
3.3194832402234637,4.633030726256983,4.113896648044693,4.826885474860335,3.9078910614525135,3.5780027932960894,4.465293296089386,4.074231843575419,3.908030726256983,4.6031424581005576,4.098533519553072,4.034567039106145,4.364036312849161,4.577164804469273,5.021159217877095,3.4476955307262567,3.499650837988827,5.646298882681564,4.14909217877095,4.144064245810056
3.288481228668941,4.62764505119454,4.575,4.763481228668942,4.074232081911263,3.5814846416382258,4.4627986348122874,3.965699658703072,4.465187713310581,4.573378839590443,4.017150170648464,4.000170648464164,4.0852389078498295,4.3958191126279855,4.658276450511946,3.567918088737201,3.5764505119453927,5.535153583617747,4.448976109215017,4.206143344709898
3.5555714285714286,4.8064285714285715,4.162857142857143,4.916857142857143,3.8941428571428567,3.6497142857142855,4.479857142857143,4.085428571428571,3.890428571428572,4.909571428571429,4.302285714285714,4.103428571428571,4.397,4.611714285714286,5.054857142857143,3.4288571428571433,3.5905714285714287,5.900428571428572,4.219142857142857,4.319285714285714
3.215789473684211,4.607105263157894,3.89828947368421,4.803947368421053,3.699736842105263,3.441184210526316,4.235657894736842,3.9381578947368414,3.7680263157894736,4.665921052631578,4.117368421052632,4.094342105263158,4.006184210526316,4.374342105263158,4.75421052631579,3.330526315789473,3.4275,5.747368421052632,3.984868421052632,4.048947368421053
2.491559829059829,3.535363247863248,3.025320512820513,3.3394230769230773,3.1456196581196583,2.6917735042735043,3.4827991452991447,3.298611111111111,3.235576923076923,3.15224358974359,3.279807692307692,3.2994658119658116,2.7167735042735046,2.9663461538461537,3.192414529914529,3.0498931623931624,2.768482905982906,4.4385683760683765,3.0661324786324786,2.927457264957265
