enz_0,-1.103550295857988,-0.9467455621301774,-1.1715976331360944,-1.482248520710059,-1.6449704142011832,-1.1390532544378695,-1.059171597633136,-1.9437869822485208,-0.8254437869822484,-1.0177514792899407,-1.3136094674556211,-1.0828402366863903,-0.6804733727810651,-1.4201183431952658,-2.1952662721893494,-0.9497041420118342,-0.8491124260355029,-2.0118343195266277,-1.2988165680473371,-1.133136094674556
enz_1,-0.7257281553398057,-0.774271844660194,-0.8349514563106796,-1.2742718446601935,-1.492718446601942,-0.8907766990291263,-0.8640776699029125,-1.5485436893203886,-0.8252427184466021,-1.0145631067961165,-1.2427184466019416,-0.796116504854369,-0.6140776699029125,-1.2766990291262137,-1.5776699029126209,-0.4951456310679612,-0.4635922330097089,-1.8737864077669903,-1.1213592233009708,-0.9975728155339804
enz_2,-1.359872611464968,-1.3471337579617833,-1.3662420382165603,-1.808917197452229,-2.0445859872611467,-1.468152866242038,-1.3343949044585983,-2.337579617834395,-1.0509554140127388,-1.3949044585987262,-1.6210191082802548,-1.4490445859872612,-1.10828025477707,-1.7006369426751593,-2.7866242038216553,-1.2197452229299364,-1.0445859872611467,-2.6974522292993632,-1.5063694267515924,-1.43312101910828
enz_3,-1.079268292682927,-0.972560975609756,-1.0365853658536583,-1.4725609756097562,-1.5853658536585369,-1.125,-1.0274390243902438,-2.051829268292683,-0.8201219512195121,-1.0274390243902438,-1.3018292682926829,-1.0823170731707317,-0.5182926829268294,-1.329268292682927,-2.051829268292683,-0.9420731707317072,-0.7804878048780488,-1.9664634146341464,-1.2195121951219512,-1.1646341463414631
enz_4,-1.0975609756097562,-0.9359756097560976,-1.018292682926829,-1.4481707317073171,-1.4603658536585369,-1.0335365853658536,-0.9817073170731708,-2.091463414634146,-0.7652439024390244,-1.045731707317073,-1.2560975609756095,-1.0487804878048779,-0.4908536585365853,-1.2103658536585369,-2.091463414634146,-0.9085365853658536,-0.7560975609756097,-1.9024390243902443,-1.1920731707317072,-1.1310975609756095
enz_5,-1.146341463414634,-0.9908536585365852,-1.024390243902439,-1.481707317073171,-1.5091463414634143,-1.0853658536585369,-1.0,-2.106707317073171,-0.8231707317073171,-1.103658536585366,-1.3140243902439024,-1.1006097560975607,-0.5426829268292684,-1.2896341463414631,-2.1554878048780486,-0.9512195121951221,-0.7865853658536586,-1.9085365853658527,-1.1829268292682926,-1.195121951219512
enz_6,-1.0884146341463414,-0.9695121951219514,-1.018292682926829,-1.4329268292682926,-1.5548780487804876,-1.0884146341463414,-1.0060975609756095,-2.0670731707317067,-0.8384146341463414,-1.0518292682926829,-1.2835365853658536,-1.0762195121951221,-0.5335365853658537,-1.3414634146341464,-2.033536585365854,-0.929878048780488,-0.7439024390243903,-1.923780487804878,-1.2225609756097562,-1.1585365853658536
enz_7,-1.4233333333333331,-1.313333333333333,-1.5033333333333336,-1.8366666666666664,-1.97,-1.4733333333333332,-1.3166666666666664,-2.5333333333333328,-0.96,-1.303333333333333,-1.53,-1.5133333333333336,-0.8933333333333332,-1.593333333333333,-2.6133333333333333,-1.196666666666667,-1.08,-2.63,-1.46,-1.37
enz_8,-1.1138461538461542,-0.9692307692307696,-1.04,-1.4430769230769231,-1.4984615384615383,-1.0861538461538462,-1.0461538461538462,-1.9723076923076923,-0.7692307692307693,-0.9846153846153848,-1.313846153846154,-1.1107692307692307,-0.5938461538461537,-1.3076923076923077,-2.163076923076923,-0.9507692307692306,-0.7876923076923077,-2.0584615384615383,-1.1292307692307693,-1.1692307692307693
enz_9,-1.1272727272727272,-0.8969696969696971,-1.0030303030303027,-1.3606060606060606,-1.5121212121212122,-1.0212121212121217,-0.9848484848484848,-1.9333333333333331,-0.703030303030303,-1.0121212121212122,-1.306060606060606,-1.0272727272727271,-0.5575757575757576,-1.2848484848484851,-2.0333333333333328,-0.8424242424242424,-0.7727272727272727,-1.9242424242424243,-1.1636363636363636,-1.087878787878788
